5.0649e+10,4.7378e+10,8.8637e+14,0,0,0,0,0,0,5.0649e+10,4.7378e+10,8.8637e+14,0,0,0,0,0,0,5.0649e+10,4.7378e+10,8.8637e+14,0,0,0,0,0,0,5.0649e+10,4.7378e+10,8.8637e+14,0,0,0,0,0,0,5.0649e+10,4.7378e+10,8.8637e+14,0,0,0,0,0,0,5.0649e+10,4.7378e+10,8.8637e+14,0,0,0,0,0,0,5.0649e+10,4.7378e+10,8.8637e+14,0,0,0,0,0,0,5.0649e+10,4.7378e+10,8.8637e+14,0,0,0,0,0,0,5.0649e+10,4.7378e+10,8.8637e+14,0,0,0,0,0,0,5.0649e+10,4.7378e+10,8.8637e+14,0,0,0,0,0,0
3.9702e+10,3.7138e+10,6.9112e+14,1.4127e+11,6.5939,3.297,8.4692e-10,5.3996e-05,0,5.0028e+10,4.6797e+10,8.7051e+14,8.7759e+09,0.51617,0.25809,3.2712e-12,3.3558e-06,0,5.0619e+10,4.735e+10,8.8078e+14,4.2809e+08,0.025477,0.012739,7.7845e-15,1.637e-07,0,5.0648e+10,4.7377e+10,8.8128e+14,2.0628e+07,0.0012283,0.00061418,1.8075e-17,7.8883e-09,0,5.0649e+10,4.7378e+10,8.813e+14,9.9342e+05,5.9156e-05,2.9578e-05,4.192e-20,3.7988e-10,0,5.0649e+10,4.7378e+10,8.813e+14,47840,2.8488e-06,1.4244e-06,9.7214e-23,1.8294e-11,0,5.065e+10,4.7378e+10,8.813e+14,2303.8,1.3719e-07,6.8594e-08,2.2544e-25,8.8097e-13,0,5.065e+10,4.7378e+10,8.813e+14,110.94,6.6065e-09,3.3033e-09,5.2282e-28,4.2425e-14,0,5.065e+10,4.7378e+10,8.813e+14,5.3426,3.1814e-10,1.5907e-10,1.2124e-30,2.043e-15,0,5.065e+10,4.7378e+10,8.813e+14,0.25728,1.5321e-11,7.6604e-12,2.8117e-33,9.8385e-17,0
2.2831e+10,2.1357e+10,3.9589e+14,4.2575e+11,11.428,5.7142,7.7528e-09,0.00016337,0,4.8366e+10,4.5242e+10,8.3684e+14,4.741e+10,2.6959,1.348,9.6557e-11,1.8232e-05,0,5.0536e+10,4.7272e+10,8.7428e+14,2.3957e+09,0.14234,0.071171,2.4662e-13,9.2141e-07,0,5.0644e+10,4.7373e+10,8.7614e+14,1.1564e+08,0.0068854,0.0034427,5.7461e-16,4.4476e-08,0,5.0649e+10,4.7378e+10,8.7623e+14,5.5695e+06,0.00033165,0.00016583,1.3328e-18,2.1421e-09,0,5.0649e+10,4.7378e+10,8.7624e+14,2.6821e+05,1.5971e-05,7.9857e-06,3.091e-21,1.0315e-10,0,5.065e+10,4.7378e+10,8.7624e+14,12916,7.6912e-07,3.8456e-07,7.1681e-24,4.9676e-12,0,5.065e+10,4.7378e+10,8.7624e+14,621.99,3.7038e-08,1.8519e-08,1.6623e-26,2.3922e-13,0,5.065e+10,4.7378e+10,8.7624e+14,29.953,1.7836e-09,8.9182e-10,3.855e-29,1.152e-14,0,5.065e+10,4.7378e+10,8.7624e+14,1.4424,8.5893e-11,4.2947e-11,8.94e-32,5.5477e-16,0
3.8017e+09,3.5562e+09,6.6416e+13,4.7998e+11,2.1453,1.0727,9.7071e-09,0.0001828,0,3.605e+10,3.3722e+10,6.2094e+14,4.1327e+11,17.516,8.758,7.4033e-09,0.00015964,0,4.9738e+10,4.6525e+10,8.5555e+14,2.8424e+10,1.6621,0.83106,3.5115e-11,1.0995e-05,0,5.0605e+10,4.7337e+10,8.7041e+14,1.395e+09,0.082996,0.041498,8.4592e-14,5.3964e-07,0,5.0647e+10,4.7376e+10,8.7114e+14,6.724e+07,0.0040038,0.0020019,1.9653e-16,2.6011e-08,0,5.0649e+10,4.7378e+10,8.7117e+14,3.2382e+06,0.00019283,9.6414e-05,4.5581e-19,1.2527e-09,0,5.065e+10,4.7378e+10,8.7117e+14,1.5594e+05,9.2859e-06,4.643e-06,1.0571e-21,6.0324e-11,0,5.065e+10,4.7378e+10,8.7117e+14,7509.5,4.4718e-07,2.2359e-07,2.4514e-24,2.905e-12,0,5.065e+10,4.7378e+10,8.7117e+14,361.63,2.1534e-08,1.0767e-08,5.6849e-27,1.3989e-13,0,5.065e+10,4.7378e+10,8.7117e+14,17.415,1.037e-09,5.1852e-10,1.3183e-29,6.7369e-15,0
1.1737e+09,1.0979e+09,2.0535e+13,2.1727e+11,0.2998,0.14991,1.983e-09,8.2624e-05,0,7.9406e+09,7.4278e+09,1.379e+14,9.8933e+11,9.2359,4.6181,4.1734e-08,0.00037904,0,4.1559e+10,3.8875e+10,7.1144e+14,3.619e+11,17.683,8.8415,5.7475e-09,0.00014066,0,5.0134e+10,4.6896e+10,8.5733e+14,2.1437e+10,1.2635,0.63177,2.0208e-11,8.3408e-06,0,5.0624e+10,4.7355e+10,8.6568e+14,1.0434e+09,0.062103,0.031052,4.7881e-14,4.06e-07,0,5.0648e+10,4.7377e+10,8.6609e+14,5.0273e+07,0.0029936,0.0014968,1.1115e-16,1.9562e-08,0,5.0649e+10,4.7378e+10,8.6611e+14,2.4211e+06,0.00014417,7.2085e-05,2.5779e-19,9.4204e-10,0,5.065e+10,4.7378e+10,8.6611e+14,1.1659e+05,6.9427e-06,3.4714e-06,5.9782e-22,4.5366e-11,0,5.065e+10,4.7378e+10,8.6611e+14,5614.6,3.3433e-07,1.6717e-07,1.3864e-24,2.1847e-12,0,5.065e+10,4.7378e+10,8.6611e+14,270.38,1.61e-08,8.0503e-09,3.2151e-27,1.0521e-13,0
5.3831e+08,5.0354e+08,9.4198e+12,1.2561e+11,0.079483,0.039747,6.6241e-10,4.7754e-05,0,1.8943e+09,1.772e+09,3.3123e+13,4.3012e+11,0.9579,0.47897,7.7811e-09,0.00016367,0,9.125e+09,8.5357e+09,1.5782e+14,1.2622e+12,13.54,6.7703,6.8482e-08,0.00048555,0,4.1874e+10,3.9169e+10,7.1271e+14,3.9918e+11,19.651,9.8259,7.0734e-09,0.00015605,0,5.015e+10,4.6911e+10,8.5261e+14,2.346e+10,1.3832,0.69164,2.4489e-11,9.1817e-06,0,5.0625e+10,4.7356e+10,8.6063e+14,1.1415e+09,0.067942,0.033971,5.7983e-14,4.4678e-07,0,5.0648e+10,4.7377e+10,8.6102e+14,5.4999e+07,0.003275,0.0016375,1.346e-16,2.1526e-08,0,5.0649e+10,4.7378e+10,8.6104e+14,2.6486e+06,0.00015772,7.886e-05,3.1216e-19,1.0366e-09,0,5.065e+10,4.7378e+10,8.6104e+14,1.2755e+05,7.5952e-06,3.7977e-06,7.2391e-22,4.9921e-11,0,5.065e+10,4.7378e+10,8.6104e+14,6142.3,3.6576e-07,1.8288e-07,1.6788e-24,2.404e-12,0
3.0729e+08,2.8744e+08,5.3774e+12,8.617e+10,0.031125,0.015566,3.1169e-10,3.2757e-05,0,7.6712e+08,7.1758e+08,1.3422e+13,2.1415e+11,0.19312,0.09657,1.9261e-09,8.1429e-05,0,2.0682e+09,1.9347e+09,3.6148e+13,5.5893e+11,1.3591,0.67956,1.3151e-08,0.00021278,0,6.6154e+09,6.1882e+09,1.1466e+14,1.337e+12,10.399,5.1994,7.6522e-08,0.00051326,0,3.6538e+10,3.4178e+10,6.1889e+14,6.5429e+11,28.106,14.053,1.9189e-08,0.00025702,0,4.9736e+10,4.6524e+10,8.4063e+14,4.4401e+10,2.5963,1.2982,8.8746e-11,1.7479e-05,0,5.0605e+10,4.7336e+10,8.5523e+14,2.1792e+09,0.12965,0.064827,2.1383e-13,8.5797e-07,0,5.0647e+10,4.7376e+10,8.5594e+14,1.0504e+08,0.0062546,0.0031274,4.9679e-16,4.1355e-08,0,5.0649e+10,4.7378e+10,8.5598e+14,5.0586e+06,0.00030123,0.00015062,1.1522e-18,1.9916e-09,0,5.065e+10,4.7378e+10,8.5598e+14,2.436e+05,1.4506e-05,7.2531e-06,2.672e-21,9.5909e-11,0
2.021e+08,1.8905e+08,3.5368e+12,6.6147e+10,0.015713,0.0078586,1.8364e-10,2.5143e-05,0,3.9242e+08,3.6707e+08,6.8669e+12,1.2828e+11,0.059177,0.029593,6.9095e-10,4.8771e-05,0,8.3415e+08,7.8028e+08,1.4594e+13,2.7123e+11,0.26598,0.133,3.0906e-09,0.00010315,0,1.8061e+09,1.6895e+09,3.1568e+13,5.7288e+11,1.2164,0.60824,1.3815e-08,0.00021808,0,4.2015e+09,3.9301e+09,7.3093e+13,1.1731e+12,5.7946,2.8974,5.8474e-08,0.00044867,0,2.0994e+10,1.9639e+10,3.5556e+14,1.3335e+12,32.913,16.457,7.9721e-08,0.00052388,0,4.7436e+10,4.4372e+10,7.9728e+14,1.6431e+11,9.1631,4.5817,1.2289e-09,6.5044e-05,0,5.0485e+10,4.7225e+10,8.4817e+14,8.4733e+09,0.50292,0.25147,3.2711e-12,3.3557e-06,0,5.0642e+10,4.7371e+10,8.5078e+14,4.0943e+08,0.024376,0.012189,7.6377e-15,1.6215e-07,0,5.0649e+10,4.7378e+10,8.5091e+14,1.972e+07,0.0011742,0.00058714,1.7718e-17,7.8099e-09,0
1.4679e+08,1.3731e+08,2.5689e+12,5.4916e+10,0.0094745,0.0047389,1.2656e-10,2.0873e-05,0,2.3437e+08,2.1924e+08,4.1014e+12,8.7643e+10,0.024145,0.012075,3.2244e-10,3.3317e-05,0,4.2221e+08,3.9495e+08,7.3881e+12,1.5767e+11,0.078257,0.039133,1.0439e-09,5.9946e-05,0,7.6961e+08,7.199e+08,1.3464e+13,2.8609e+11,0.25885,0.12943,3.4386e-09,0.0001088,0,1.4149e+09,1.3235e+09,2.4737e+13,5.1799e+11,0.86165,0.43084,1.1289e-08,0.00019713,0,2.6747e+09,2.5019e+09,4.6651e+13,9.2802e+11,2.9182,1.4591,3.6405e-08,0.00035402,0,5.708e+09,5.3394e+09,9.8709e+13,1.5831e+12,10.624,5.3119,1.0777e-07,0.00060911,0,2.9193e+10,2.7307e+10,4.8981e+14,1.0701e+12,36.726,18.364,5.2307e-08,0.00042435,0,4.8905e+10,4.5747e+10,8.1692e+14,9.2273e+10,5.3054,2.6528,3.9241e-10,3.6755e-05,0,5.0563e+10,4.7297e+10,8.4441e+14,4.6092e+09,0.27399,0.137,9.7957e-13,1.8364e-06,0
1.1509e+08,1.0766e+08,2.0141e+12,4.8441e+10,0.0065521,0.0032774,9.846e-11,1.8411e-05,0,1.5718e+08,1.4702e+08,2.7505e+12,6.6142e+10,0.012219,0.0061112,1.836e-10,2.5141e-05,0,2.4993e+08,2.3379e+08,4.3736e+12,1.0512e+11,0.030883,0.015445,4.6392e-10,3.9963e-05,0,4.0411e+08,3.7801e+08,7.0711e+12,1.6976e+11,0.080644,0.040326,1.2101e-09,6.4544e-05,0,6.5545e+08,6.1312e+08,1.1467e+13,2.7443e+11,0.21147,0.10574,3.164e-09,0.00010437,0,1.0677e+09,9.9872e+08,1.8671e+13,4.4314e+11,0.55623,0.27813,8.2574e-09,0.0001686,0,1.7584e+09,1.6449e+09,3.0714e+13,7.1286e+11,1.4737,0.73688,2.142e-08,0.00027155,0,2.9898e+09,2.7967e+09,5.2055e+13,1.134e+12,3.9859,1.993,5.4549e-08,0.00043334,0,5.699e+09,5.3309e+09,9.8299e+13,1.7288e+12,11.583,5.7918,1.2919e-07,0.0006669,0,2.6521e+10,2.4809e+10,4.4294e+14,1.2533e+12,39.078,19.54,7.2418e-08,0.0004993,0
9.6282e+07,9.0063e+07,1.6849e+12,4.5029e+10,0.0050949,0.0025486,8.5069e-11,1.7113e-05,0,1.1675e+08,1.0921e+08,2.0432e+12,5.4597e+10,0.0074917,0.0037472,1.2509e-10,2.0751e-05,0,1.6789e+08,1.5704e+08,2.9379e+12,7.849e+10,0.015489,0.0077463,2.5859e-10,2.9836e-05,0,2.4812e+08,2.321e+08,4.3419e+12,1.1595e+11,0.033818,0.016912,5.6441e-10,4.408e-05,0,3.6796e+08,3.442e+08,6.4387e+12,1.7177e+11,0.074302,0.037155,1.239e-09,6.531e-05,0,5.4648e+08,5.1118e+08,9.5611e+12,2.5452e+11,0.16351,0.081763,2.7212e-09,9.6788e-05,0,8.1339e+08,7.6086e+08,1.4227e+13,3.7691e+11,0.36042,0.18022,5.9713e-09,0.00014338,0,1.2164e+09,1.1379e+09,2.1263e+13,5.5732e+11,0.79703,0.39853,1.3073e-08,0.00021214,0,1.8391e+09,1.7203e+09,3.2101e+13,8.212e+11,1.7756,0.88781,2.8464e-08,0.00031304,0,2.8552e+09,2.6708e+09,4.9675e+13,1.1996e+12,4.0266,2.0133,6.1131e-08,0.00045875,0
8.3224e+07,7.7849e+07,1.4564e+12,4.2814e+10,0.0041873,0.0020946,7.6905e-11,1.6271e-05,0,9.2752e+07,8.6761e+07,1.6231e+12,4.7713e+10,0.0052008,0.0026015,9.552e-11,1.8134e-05,0,1.2223e+08,1.1434e+08,2.1391e+12,6.2872e+10,0.0090325,0.0045177,1.6589e-10,2.3898e-05,0,1.6847e+08,1.5759e+08,2.9482e+12,8.6636e+10,0.017156,0.0085801,3.1506e-10,3.2934e-05,0,2.3344e+08,2.1836e+08,4.085e+12,1.1999e+11,0.032927,0.016466,6.0451e-10,4.5619e-05,0,3.2384e+08,3.0293e+08,5.6666e+12,1.6633e+11,0.063321,0.031664,1.1617e-09,6.324e-05,0,4.4961e+08,4.2057e+08,7.8666e+12,2.3057e+11,0.12187,0.060939,2.2329e-09,8.7675e-05,0,6.2495e+08,5.8459e+08,1.0932e+13,3.1952e+11,0.23476,0.11739,4.2901e-09,0.00012153,0,8.7057e+08,8.1435e+08,1.5224e+13,4.4252e+11,0.45291,0.22647,8.2349e-09,0.00016837,0,1.2179e+09,1.1392e+09,2.1282e+13,6.1207e+11,0.87639,0.43821,1.5777e-08,0.00023305,0
7.328e+07,6.8547e+07,1.2824e+12,4.1127e+10,0.0035415,0.0017716,7.0957e-11,1.5629e-05,0,7.7138e+07,7.2156e+07,1.3499e+12,4.329e+10,0.0039241,0.001963,7.8622e-11,1.6452e-05,0,9.3935e+07,8.7868e+07,1.6439e+12,5.2713e+10,0.0058194,0.0029108,1.166e-10,2.0035e-05,0,1.2242e+08,1.1451e+08,2.1423e+12,6.869e+10,0.0098837,0.0049433,1.9803e-10,2.611e-05,0,1.609e+08,1.505e+08,2.8156e+12,9.026e+10,0.01707,0.008537,3.4198e-10,3.4312e-05,0,2.1179e+08,1.9811e+08,3.7061e+12,1.1877e+11,0.029568,0.014787,5.9222e-10,4.5153e-05,0,2.7894e+08,2.6092e+08,4.8809e+12,1.5633e+11,0.051262,0.025634,1.0262e-09,5.9438e-05,0,3.6755e+08,3.4381e+08,6.431e+12,2.0578e+11,0.088913,0.044461,1.7784e-09,7.8246e-05,0,4.8461e+08,4.5331e+08,8.4782e+12,2.7083e+11,0.1543,0.077154,3.0815e-09,0.000103,0,6.3964e+08,5.9832e+08,1.1188e+13,3.5634e+11,0.26796,0.13399,5.3371e-09,0.00013555,0
