0.17271,0,0,0.17271,0,0,0.17271,0,0,0.17271,0,0,0.17271,0,0,0.17271,0,0,0.17271,0,0,0.17271,0,0
0.17231,4.726e-05,0.00039894,0.17224,8.5091e-06,0.00047644,0.17222,1.5145e-06,0.00049043,0.17222,2.69e-07,0.00049292,0.17222,4.7762e-08,0.00049337,0.17222,8.4798e-09,0.00049344,0.17222,1.5055e-09,0.00049346,0.17222,2.6728e-10,0.00049346
0.17193,0.00010276,0.0007814,0.17176,1.8817e-05,0.00094929,0.17173,3.3594e-06,0.0009802,0.17173,5.9702e-07,0.00098573,0.17172,1.0601e-07,0.00098671,0.17172,1.8822e-08,0.00098689,0.17172,3.3417e-09,0.00098692,0.17172,5.9328e-10,0.00098692
0.17157,0.0001691,0.0011422,0.17129,3.1613e-05,0.0014172,0.17124,5.6656e-06,0.0014691,0.17123,1.0076e-06,0.0014784,0.17123,1.7894e-07,0.00148,0.17123,3.177e-08,0.0014803,0.17123,5.6404e-09,0.0014804,0.17123,1.0014e-09,0.0014804
0.17124,0.00024997,0.0014739,0.17083,4.7964e-05,0.0018779,0.17076,8.6388e-06,0.0019566,0.17074,1.5377e-06,0.0019708,0.17074,2.7312e-07,0.0019733,0.17074,4.8494e-08,0.0019737,0.17074,8.6097e-09,0.0019738,0.17074,1.5286e-09,0.0019738
0.17095,0.00035058,0.0017662,0.17038,6.957e-05,0.0023282,0.17027,1.2613e-05,0.0024421,0.17025,2.2478e-06,0.0024628,0.17025,3.9934e-07,0.0024665,0.17024,7.0908e-08,0.0024672,0.17024,1.2589e-08,0.0024673,0.17024,2.2351e-09,0.0024673
0.17071,0.0004779,0.002005,0.16995,9.917e-05,0.0027624,0.16979,1.8146e-05,0.0029245,0.16976,3.2392e-06,0.0029543,0.16975,5.7564e-07,0.0029596,0.16975,1.0222e-07,0.0029606,0.16975,1.8148e-08,0.0029607,0.16975,3.2219e-09,0.0029608
0.17054,0.00064005,0.0021741,0.16954,0.0001411,0.003172,0.16931,2.6161e-05,0.0034019,0.16927,4.6813e-06,0.0034449,0.16926,8.3228e-07,0.0034526,0.16926,1.478e-07,0.0034539,0.16926,2.6241e-08,0.0034542,0.16926,4.6589e-09,0.0034542
0.17045,0.00084312,0.0022614,0.16917,0.00020175,0.0035442,0.16884,3.8143e-05,0.0038714,0.16878,6.8505e-06,0.003934,0.16877,1.2187e-06,0.0039453,0.16876,2.1645e-07,0.0039473,0.16876,3.8431e-08,0.0039476,0.16876,6.8231e-09,0.0039477
0.17044,0.001086,0.0022691,0.16885,0.00028958,0.003862,0.16838,5.6368e-05,0.0043284,0.16829,1.0181e-05,0.0044208,0.16827,1.8131e-06,0.0044375,0.16827,3.2207e-07,0.0044405,0.16827,5.7185e-08,0.004441,0.16827,1.0153e-08,0.0044411
0.17049,0.0013588,0.0022171,0.16861,0.00041508,0.0041045,0.16795,8.4391e-05,0.0047658,0.16781,1.5376e-05,0.0049039,0.16778,2.7426e-06,0.0049291,0.16778,4.8732e-07,0.0049336,0.16778,8.653e-08,0.0049344,0.16778,1.5363e-08,0.0049346
0.17058,0.0016481,0.0021318,0.16846,0.00059075,0.0042466,0.16754,0.00012816,0.0051718,0.16733,2.3676e-05,0.0053807,0.16729,4.2338e-06,0.0054196,0.16728,7.5263e-07,0.0054266,0.16728,1.3365e-07,0.0054278,0.16728,2.3729e-08,0.005428
0.17068,0.0019439,0.0020337,0.16844,0.00082714,0.0042673,0.16718,0.00019741,0.0055267,0.16686,3.7298e-05,0.0058469,0.1668,6.698e-06,0.0059081,0.16679,1.1916e-06,0.0059192,0.16679,2.1163e-07,0.0059211,0.16679,3.7575e-08,0.0059215
0.17078,0.0022403,0.0019344,0.16854,0.0011213,0.0041724,0.16691,0.00030589,0.0058032,0.16642,5.9943e-05,0.0062951,0.16632,1.0841e-05,0.0063933,0.1663,1.931e-06,0.0064111,0.1663,3.4304e-07,0.0064143,0.1663,6.0909e-08,0.0064149
0.17087,0.0025345,0.0018394,0.16871,0.0014526,0.0040032,0.16674,0.00047064,0.0059672,0.166,9.7798e-05,0.0067129,0.16584,1.79e-05,0.0068727,0.16581,3.1955e-06,0.0069021,0.1658,5.6787e-07,0.0069073,0.1658,1.0084e-07,0.0069083
0.17096,0.0028255,0.0017509,0.16891,0.0017977,0.0038064,0.16673,0.00071028,0.0059814,0.16563,0.00016198,0.007078,0.16537,3.0269e-05,0.0073414,0.16532,5.4243e-06,0.0073911,0.16531,9.6463e-07,0.0074,0.16531,1.7131e-07,0.0074016
0.17104,0.0031131,0.0016692,0.1691,0.0021426,0.0036102,0.16688,0.0010303,0.0058348,0.16536,0.00027043,0.0073545,0.16492,5.2403e-05,0.0077906,0.16484,9.4563e-06,0.0078765,0.16482,1.6838e-06,0.007892,0.16482,2.9909e-07,0.0078948
0.17112,0.0033973,0.0015942,0.16929,0.0024814,0.003426,0.16713,0.0014046,0.0055796,0.16522,0.00044645,0.0074959,0.16451,9.2093e-05,0.0082047,0.16436,1.683e-05,0.0083552,0.16433,3.0036e-06,0.0083828,0.16432,5.3374e-07,0.0083878
0.17119,0.0036785,0.0015254,0.16945,0.0028125,0.0032573,0.16742,0.0017962,0.00529,0.16526,0.00071567,0.007451,0.16416,0.000164,0.0085543,0.16389,3.0681e-05,0.0088209,0.16384,5.4993e-06,0.0088713,0.16383,9.7801e-07,0.0088804
0.17125,0.0039568,0.0014622,0.16961,0.003136,0.0031038,0.1677,0.0021834,0.005009,0.1655,0.0010833,0.0072091,0.16392,0.00029294,0.0087899,0.16345,5.7255e-05,0.0092613,0.16336,1.0349e-05,0.0093551,0.16334,1.8433e-06,0.0093721
0.17131,0.0042326,0.001404,0.16975,0.0034524,0.0029645,0.16796,0.002559,0.0047511,0.16586,0.0015075,0.0068543,0.16386,0.00051105,0.0088471,0.16306,0.00010816,0.0096529,0.16288,1.9875e-05,0.0098295,0.16285,3.5506e-06,0.0098621
0.17136,0.0045062,0.0013503,0.16987,0.0037625,0.0028376,0.16819,0.0029222,0.0045184,0.16623,0.0019398,0.0064832,0.16405,0.0008483,0.0086661,0.16276,0.00020631,0.0099501,0.16243,3.9167e-05,0.010284,0.16236,7.0399e-06,0.010349
0.17141,0.0047777,0.0013007,0.16999,0.0040672,0.0027218,0.1684,0.0032736,0.0043089,0.16657,0.002359,0.0061381,0.16443,0.0012868,0.0082825,0.16263,0.00038808,0.01008,0.16201,7.8544e-05,0.010699,0.16188,1.4297e-05,0.010828
0.17146,0.0050475,0.0012547,0.1701,0.004367,0.0026156,0.16859,0.0036149,0.0041198,0.16688,0.0027607,0.0058281,0.16488,0.001758,0.0078337,0.16275,0.00069582,0.009958,0.16168,0.00015885,0.011032,0.16142,2.969e-05,0.01129
0.1715,0.0053156,0.0012119,0.17019,0.0046625,0.002518,0.16876,0.0039473,0.0039484,0.16716,0.0031458,0.0055514,0.1653,0.0022179,0.0074074,0.16315,0.001139,0.0095652,0.16151,0.00031926,0.011205,0.16099,6.3084e-05,0.011717
0.17154,0.0055823,0.0011719,0.17028,0.0049543,0.0024279,0.16892,0.0042721,0.0037923,0.16741,0.0035165,0.0053036,0.16569,0.0026555,0.0070255,0.16366,0.001643,0.0090506,0.1616,0.00061119,0.011114,0.16065,0.00013499,0.012067
0.17158,0.0058477,0.0011346,0.17037,0.0052428,0.0023444,0.16906,0.0045903,0.0036495,0.16763,0.0038748,0.0050804,0.16602,0.0030715,0.006687,0.16416,0.0021394,0.0085512,0.16201,0.0010627,0.010705,0.16046,0.00028768,0.012255
0.17161,0.0061119,0.0010997,0.17044,0.0055283,0.0022669,0.16919,0.0049026,0.0035182,0.16783,0.0042226,0.0048783,0.16633,0.0034688,0.0063859,0.16461,0.002609,0.0081055,0.16258,0.0015973,0.010129,0.16055,0.00058172,0.01216
0.17164,0.006375,0.0010669,0.17052,0.0058111,0.0021946,0.16931,0.00521,0.003397,0.16802,0.0045614,0.0046941,0.1666,0.0038503,0.0061163,0.165,0.0030519,0.0077131,0.16315,0.0021254,0.0095661,0.16101,0.0010553,0.011706
0.17168,0.0066371,0.0010361,0.17058,0.0060916,0.0021271,0.16943,0.0055128,0.0032848,0.16819,0.0048925,0.0045254,0.16684,0.0042186,0.0058732,0.16535,0.0034721,0.0073661,0.16364,0.0026216,0.0090672,0.16164,0.0016213,0.011068
0.1717,0.0068984,0.0010071,0.17065,0.00637,0.0020639,0.16953,0.0058117,0.0031804,0.16834,0.0052169,0.0043701,0.16706,0.0045757,0.0056524,0.16565,0.0038736,0.0070567,0.16408,0.0030867,0.0086305,0.16226,0.0021755,0.010453
0.17173,0.0071588,0.00097964,0.17071,0.0066464,0.0020045,0.16963,0.0061071,0.0030831,0.16849,0.0055354,0.0042265,0.16726,0.0049234,0.0054506,0.16593,0.0042594,0.0067784,0.16447,0.0035257,0.008246,0.1628,0.0026922,0.0099128
0.17176,0.0074185,0.00095371,0.17076,0.006921,0.0019487,0.16972,0.0063994,0.0029921,0.16862,0.0058487,0.0040933,0.16745,0.0052628,0.0052652,0.16619,0.0046322,0.0065263,0.16481,0.0039434,0.007904,0.16327,0.003174,0.0094427
0.17178,0.0076775,0.00092915,0.17082,0.0071941,0.001896,0.1698,0.0066888,0.0029067,0.16874,0.0061575,0.0039692,0.16762,0.005595,0.0050941,0.16642,0.004994,0.0062963,0.16511,0.0043436,0.0075971,0.16368,0.0036272,0.0090298
0.17181,0.0079359,0.00090586,0.17087,0.0074657,0.0018463,0.16989,0.0069756,0.0028265,0.16886,0.0064622,0.0038533,0.16778,0.0059211,0.0049355,0.16663,0.0053462,0.0060852,0.16539,0.0047292,0.0073193,0.16405,0.0040573,0.008663
0.17183,0.0081937,0.00088374,0.17091,0.007736,0.0017992,0.16996,0.0072601,0.0027509,0.16897,0.0067632,0.0037447,0.16792,0.0062416,0.0047879,0.16682,0.0056903,0.0058905,0.16565,0.0051026,0.007066,0.16438,0.0044686,0.0083339
0.17185,0.008451,0.00086269,0.17096,0.008005,0.0017546,0.17003,0.0075425,0.0026796,0.16907,0.007061,0.0036427,0.16806,0.0065572,0.0046501,0.167,0.0060273,0.0057101,0.16588,0.0054655,0.0068336,0.16468,0.0048644,0.0080359
0.17187,0.0087077,0.00084265,0.171,0.0082729,0.0017122,0.1701,0.007823,0.0026121,0.16916,0.0073557,0.0035466,0.16819,0.0068685,0.0045211,0.16717,0.0063579,0.0055423,0.16609,0.0058194,0.0066192,0.16495,0.005247,0.0077641
0.17189,0.008964,0.00082353,0.17104,0.0085398,0.0016719,0.17016,0.0081017,0.0025482,0.16926,0.0076478,0.003456,0.16831,0.0071758,0.0043999,0.16733,0.006683,0.0053856,0.16629,0.0061655,0.0064206,0.1652,0.0056184,0.0075147
0.17191,0.0092199,0.00080529,0.17108,0.0088057,0.0016336,0.17022,0.0083788,0.0024875,0.16934,0.0079374,0.0033702,0.16843,0.0074796,0.0042857,0.16747,0.0070031,0.0052388,0.16648,0.0065046,0.0062357,0.16543,0.0059803,0.0072845
0.17192,0.0094753,0.00078785,0.17111,0.0090707,0.001597,0.17028,0.0086543,0.0024298,0.16942,0.0082247,0.003289,0.16853,0.0077802,0.004178,0.16761,0.0073187,0.005101,0.16665,0.0068377,0.0060631,0.16564,0.0063337,0.007071
0.17194,0.0097304,0.00077116,0.17115,0.0093349,0.0015621,0.17034,0.0089285,0.0023749,0.1695,0.00851,0.0032119,0.16864,0.0080779,0.0040762,0.16774,0.0076304,0.0049712,0.16681,0.0071653,0.0059014,0.16584,0.0066799,0.0068722
0.17196,0.0099851,0.00075518,0.17118,0.0095983,0.0015288,0.17039,0.0092014,0.0023225,0.16957,0.0087934,0.0031387,0.16873,0.0083728,0.0039797,0.16786,0.0079383,0.0048487,0.16696,0.007488,0.0057494,0.16603,0.0070195,0.0066864
0.17197,0.010239,0.00073987,0.17121,0.009861,0.0014968,0.17044,0.0094731,0.0022726,0.16964,0.009075,0.0030689,0.16882,0.0086654,0.0038881,0.16798,0.008243,0.0047328,0.16711,0.0078063,0.0056062,0.1662,0.0073533,0.0065122
0.17199,0.010494,0.00072517,0.17125,0.010123,0.0014663,0.17049,0.0097437,0.0022248,0.16971,0.009355,0.0030024,0.16891,0.0089557,0.003801,0.16809,0.0085447,0.0046229,0.16724,0.0081207,0.005471,0.16636,0.007682,0.0063484
0.172,0.010747,0.00071105,0.17127,0.010384,0.001437,0.17053,0.010013,0.0021791,0.16977,0.0096334,0.0029389,0.16899,0.0092438,0.0037181,0.16819,0.0088436,0.0045186,0.16737,0.0084314,0.005343,0.16652,0.0080059,0.0061939
0.17201,0.011001,0.00069749,0.1713,0.010645,0.0014089,0.17058,0.010282,0.0021354,0.16983,0.0099105,0.0028782,0.16907,0.0095301,0.003639,0.16829,0.0091399,0.0044194,0.16749,0.0087388,0.0052216,0.16666,0.0083257,0.0060479
0.17203,0.011254,0.00068444,0.17133,0.010905,0.0013819,0.17062,0.01055,0.0020934,0.16989,0.010186,0.0028202,0.16915,0.0098146,0.0035635,0.16839,0.0094339,0.0043249,0.16761,0.0090432,0.0051063,0.1668,0.0086415,0.0059097
0.17204,0.011507,0.00067188,0.17136,0.011165,0.0013559,0.17066,0.010817,0.0020531,0.16995,0.010461,0.0027645,0.16922,0.010097,0.0034913,0.16848,0.0097257,0.0042347,0.16772,0.0093448,0.0049965,0.16693,0.0089538,0.0057785
0.17205,0.01176,0.00065977,0.17138,0.011424,0.001331,0.1707,0.011083,0.0020145,0.17,0.010734,0.0027112,0.16929,0.010379,0.0034221,0.16856,0.010016,0.0041486,0.16782,0.0096438,0.0048919,0.16706,0.0092629,0.0056537
0.17206,0.012012,0.00064811,0.1714,0.011683,0.0013069,0.17073,0.011348,0.0019773,0.17005,0.011007,0.0026599,0.16936,0.010659,0.0033559,0.16865,0.010303,0.0040662,0.16792,0.0099405,0.0047921,0.16718,0.0095691,0.005535
